age,job,marital,education,default,housing,loan
Adult,admin.,married,basic,no,no,no
Adult,technician,married,high school,no,no,no
Adult,admin.,married,unknown,no,yes,yes
Adult,blue-collar,married,basic,no,yes,yes
Adult,management,divorced,university degree,no,yes,no
Adult,blue-collar,divorced,high school,no,no,yes
Adult,entrepreneur,married,high school,no,no,no
Adult,entrepreneur,married,basic,no,no,no
Adult,admin.,married,high school,no,no,no
Adult,management,married,university degree,no,yes,no
Adult,admin.,married,university degree,unknown,yes,yes
Adult,blue-collar,single,basic,no,yes,no
Adult,management,married,university degree,no,yes,yes
Adult,self-employed,single,university degree,no,yes,no
Adult,admin.,married,unknown,no,no,no
Adult,blue-collar,married,basic,no,yes,yes
Adult,technician,single,university degree,no,no,no
Adult,blue-collar,married,high school,unknown,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,management,married,basic,no,yes,no
Adult,unemployed,married,high school,no,no,no
Adult,admin.,married,unknown,no,no,no
Adult,blue-collar,married,professional course,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,management,married,university degree,no,no,no
Adult,entrepreneur,married,university degree,unknown,yes,no
Adult,entrepreneur,married,university degree,unknown,no,no
Adult,admin.,single,university degree,no,no,no
Adult,entrepreneur,married,university degree,unknown,yes,no
Adult,services,single,high school,no,no,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,blue-collar,divorced,basic,unknown,yes,no
Adult,unemployed,married,basic,no,yes,no
Adult,technician,married,university degree,no,unknown,unknown
Adult,management,divorced,university degree,no,unknown,unknown
Adult,blue-collar,married,basic,no,yes,no
Adult,blue-collar,married,professional course,no,no,no
Adult,self-employed,single,university degree,no,no,no
Adult,admin.,divorced,professional course,no,no,no
Adult,admin.,single,high school,no,no,no
Adult,admin.,divorced,high school,unknown,yes,no
Adult,admin.,married,basic,no,yes,yes
Adult,entrepreneur,married,high school,no,no,no
Adult,management,married,university degree,no,no,no
Adult,management,married,university degree,no,no,no
Adult,management,married,university degree,no,no,no
Adult,technician,married,professional course,no,yes,no
Adult,management,married,university degree,no,no,no
Adult,admin.,divorced,high school,no,no,no
Adult,admin.,married,high school,no,no,no
Adult,admin.,married,high school,no,yes,yes
Adult,admin.,married,high school,no,no,no
Adult,blue-collar,married,basic,no,yes,yes
Adult,blue-collar,married,basic,unknown,yes,no
Adult,technician,married,professional course,no,no,no
Adult,blue-collar,married,high school,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,admin.,single,basic,no,yes,no
Adult,technician,married,professional course,no,no,no
Adult,blue-collar,single,basic,no,yes,no
Adult,admin.,married,high school,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,technician,married,professional course,no,yes,yes
Adult,admin.,married,high school,no,yes,no
Adult,entrepreneur,divorced,university degree,no,no,no
Adult,services,married,high school,no,no,yes
Adult,services,married,high school,no,no,no
Adult,blue-collar,married,basic,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,retired,married,high school,no,yes,no
Adult,admin.,single,high school,no,yes,no
Adult,admin.,single,high school,no,yes,no
Adult,admin.,single,high school,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,technician,married,university degree,no,yes,no
Adult,entrepreneur,married,high school,no,yes,no
Adult,management,divorced,university degree,no,yes,no
Adult,admin.,single,high school,unknown,no,yes
Adult,admin.,married,high school,no,yes,no
Adult,admin.,single,high school,unknown,yes,no
Adult,technician,single,professional course,no,yes,no
Adult,admin.,single,high school,unknown,yes,no
young adult,admin.,married,university degree,no,no,no
Adult,admin.,married,high school,no,yes,no
Adult,admin.,married,university degree,unknown,no,no
Adult,retired,divorced,professional course,no,no,no
Adult,entrepreneur,married,university degree,unknown,yes,no
Adult,technician,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,blue-collar,married,basic,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,married,high school,unknown,no,no
Adult,technician,married,professional course,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,technician,single,university degree,no,yes,no
Adult,management,divorced,unknown,no,no,yes
Adult,blue-collar,married,basic,no,no,yes
Adult,blue-collar,married,basic,no,yes,no
Adult,admin.,married,university degree,unknown,yes,yes
Adult,services,divorced,high school,no,yes,no
Adult,services,divorced,high school,unknown,yes,no
Adult,management,married,university degree,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,technician,married,professional course,no,no,no
Adult,blue-collar,married,high school,no,no,no
Adult,admin.,divorced,university degree,unknown,no,no
Adult,self-employed,single,university degree,no,yes,no
Adult,management,married,university degree,no,no,no
Adult,blue-collar,married,basic,no,yes,yes
Adult,technician,single,professional course,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,unemployed,divorced,high school,no,no,no
Adult,blue-collar,married,high school,no,yes,no
Adult,blue-collar,divorced,basic,no,yes,no
Adult,admin.,divorced,high school,no,yes,no
young adult,admin.,married,high school,no,yes,yes
Adult,blue-collar,married,basic,no,yes,no
young adult,admin.,married,high school,no,yes,no
young adult,admin.,single,university degree,no,yes,no
Adult,unemployed,married,basic,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,services,married,basic,unknown,yes,no
young adult,self-employed,single,university degree,no,yes,no
Adult,self-employed,single,university degree,no,yes,yes
Adult,self-employed,married,university degree,unknown,no,no
Adult,entrepreneur,single,university degree,unknown,yes,no
Adult,blue-collar,married,high school,no,no,no
Adult,management,married,unknown,no,yes,yes
Adult,unemployed,married,professional course,no,yes,no
Adult,admin.,married,high school,unknown,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,self-employed,married,university degree,no,yes,no
Adult,admin.,married,high school,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,housemaid,married,university degree,no,no,no
Adult,technician,single,university degree,no,no,no
Adult,management,divorced,university degree,no,yes,no
Adult,management,married,university degree,no,no,no
Adult,services,married,basic,no,no,no
Adult,services,married,basic,no,yes,yes
Adult,blue-collar,single,basic,no,yes,no
Adult,admin.,single,high school,no,no,no
Adult,management,divorced,university degree,no,no,no
Adult,technician,single,high school,no,no,no
Adult,admin.,divorced,university degree,no,no,no
Adult,self-employed,single,professional course,no,yes,no
Adult,management,married,university degree,no,no,no
young adult,blue-collar,married,basic,no,yes,no
Adult,management,married,high school,no,no,yes
Adult,unemployed,married,university degree,unknown,yes,no
Adult,services,divorced,high school,unknown,no,no
Adult,retired,married,basic,unknown,yes,no
Adult,admin.,married,high school,no,yes,no
Adult,self-employed,single,high school,no,yes,no
Adult,entrepreneur,married,university degree,no,unknown,unknown
Adult,entrepreneur,married,university degree,unknown,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,blue-collar,married,basic,no,no,yes
Adult,services,divorced,high school,unknown,yes,no
Adult,self-employed,single,university degree,no,yes,no
Adult,management,married,basic,no,yes,no
Adult,technician,married,unknown,unknown,no,no
Adult,admin.,married,high school,no,yes,yes
Adult,admin.,married,high school,no,no,no
Adult,self-employed,married,university degree,no,yes,no
Adult,housemaid,single,basic,unknown,no,no
Adult,self-employed,married,university degree,no,yes,yes
Adult,services,married,high school,no,yes,no
Adult,admin.,married,high school,no,yes,no
Adult,self-employed,married,university degree,no,yes,no
Adult,admin.,married,high school,no,no,no
Adult,admin.,married,high school,unknown,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,technician,married,professional course,no,no,no
Adult,management,married,university degree,no,yes,yes
Adult,admin.,married,high school,unknown,no,no
Adult,management,single,university degree,no,yes,yes
Adult,blue-collar,married,basic,no,yes,no
Adult,technician,married,professional course,no,yes,yes
Adult,admin.,divorced,high school,no,yes,no
Adult,services,married,high school,no,yes,no
Adult,technician,single,basic,unknown,yes,yes
Adult,technician,single,basic,unknown,yes,yes
Adult,blue-collar,married,basic,no,no,no
Adult,services,married,professional course,no,no,no
Adult,admin.,married,high school,no,yes,no
Adult,technician,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,entrepreneur,married,basic,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,self-employed,married,basic,unknown,no,no
Adult,admin.,married,university degree,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,services,married,high school,no,yes,no
Adult,blue-collar,divorced,high school,no,no,yes
Adult,blue-collar,single,basic,no,yes,no
Adult,self-employed,married,basic,unknown,yes,no
Adult,housemaid,married,university degree,no,no,no
Adult,blue-collar,single,university degree,no,yes,no
Adult,technician,married,basic,no,no,no
Adult,self-employed,married,university degree,no,yes,no
Adult,self-employed,married,basic,unknown,no,yes
Adult,entrepreneur,married,university degree,unknown,no,no
Adult,technician,married,high school,no,yes,no
Adult,management,single,basic,no,yes,no
Adult,entrepreneur,married,basic,no,yes,no
Adult,entrepreneur,married,basic,unknown,yes,no
Adult,technician,married,high school,no,yes,no
Adult,admin.,divorced,high school,no,yes,no
Adult,admin.,divorced,high school,no,yes,no
Adult,entrepreneur,married,basic,no,yes,no
Adult,retired,divorced,professional course,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,management,married,university degree,no,yes,yes
Adult,admin.,single,high school,no,yes,no
Adult,entrepreneur,married,high school,no,yes,no
Adult,admin.,divorced,high school,no,no,no
Adult,technician,single,university degree,no,yes,yes
Adult,self-employed,married,university degree,no,no,no
Adult,services,single,basic,no,yes,no
Adult,admin.,married,high school,no,yes,no
Adult,admin.,single,high school,unknown,unknown,unknown
Adult,services,single,high school,unknown,yes,no
Adult,admin.,divorced,high school,no,unknown,unknown
Adult,entrepreneur,single,university degree,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,management,married,high school,unknown,yes,no
Adult,technician,married,basic,no,yes,no
Adult,entrepreneur,married,university degree,unknown,yes,no
Adult,entrepreneur,married,university degree,no,yes,yes
Adult,entrepreneur,married,professional course,no,yes,no
Adult,technician,married,basic,no,yes,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,unemployed,married,high school,no,yes,no
Adult,admin.,married,high school,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,services,single,high school,no,no,no
Adult,technician,single,university degree,no,no,no
